Id,Barcode,Item Name,Category,Supplier ID,Cost Price,Unit Price,Tax 1 Name,Tax 1 Percent,Tax 2 Name,Tax 2 Percent,Reorder Level,Description,Allow Alt Description,Item has Serial Number,Image,HSN,location_stock,location_stock2
,025077176212,Vitamina D3 Puritans Pride 50Mcg 2.000Ui 100 Caps Blandas,Vitaminas,,3,6,,,,,5,0,,,,,3,
,025077330126,Dhea Puritans Pride 100Mg 60 Caps,Vitaminas,,8,16,,,,,5,0,,,,,4,
,074312134210,PURITANS PRIDE. DHEA ,Vitaminas,,6,12,,,,,5,25 MG 100 TABLETAS,,,,,2,
,074312150319,Dhea Puritans Pride 50Mg 50 Tabs,Vitaminas,,5,10,,,,,5,0,,,,,3,
,074312128431,PURITANS PRIDE. FOLATE,Vitaminas,,5,10,,,,,5,800 MCG 250 TABLETAS,,,,,2,
,025077501267,PURITANS PRIDE. MELATONINA,Vitaminas,,6.5,13,,,,,5,5 MG 120 TABLETAS,,,,,2,
,025077000784,PURITANS PRIDE. MELATONINA,Vitaminas,,8,16,,,,,5,10 MG 90 CAPSULAS,,,,,2,
,074312111334,PURITANS PRIDE. ENCIMA DE PAPAYA,Vitaminas,,5,10,,,,,5,250 TABLETAS,,,,,2,
,025077120314,PURITANS PRIDE. PAPAYA,Vitaminas,,3,6,,,,,5,100 TABLETAS,,,,,2,
,087614112510,SWANSON. VIT C,Vitaminas,,2,4,,,,,5,1000 MG 30 CAPSULAS,,,,,3,
,740985274521,"21 CENTURY. HEALTHY EYES, OCUVITE CON LUTEINA",Vitaminas,,6,12,,,,,5,60 TABLETAS,,,,,2,
,087614018539,SWANSON. L-GLUTATHIONE,Vitaminas,,7.5,15,,,,,5,100 MG 100 CAPSULAS,,,,,2,
,087614023052,SWANSON. MELATONINA,Vitaminas,,4.5,9,,,,,5,10 MG 60 CAPSULAS,,,,,3,
,087614210827,SWANSON. CITRATO DE MAGNESIO,Vitaminas,,11,22,,,,,5,240 TABLETAS,,,,,2,
,087674012737,DL-PHENYLALANINA,Vitaminas,,10,20,,,,,5,500 MG 100 CAPSULAS ,,,,,2,
,087614040363,SWANSON. VINAGRE DE MANZANA,Vitaminas,,5,10,,,,,5,200 MG 120 CAPSULAS,,,,,3,
,087614019093,SWANSON. SAW PALMETTO,Vitaminas,,6,12,,,,,5,540 MG 100 CAPSULAS,,,,,3,
,b09jr7313f,SUPERSELF. DHEA,Vitaminas,,6,12,,,,,5,60 CAPSULAS,,,,,3,
,047469005979,NATROL. DHEA,Vitaminas,,8,16,,,,,5,25 MG 90 TABLETAS,,,,,1,
,733739004758,NOW. INOSITOL,Vitaminas,,8,16,,,,,5,500 MG 100 CAPSULAS ,,,,,1,
,733739000965,NOW. GLUTATHIONE,Vitaminas,,14,28,,,,,5,250 MG 60 CAPSULAS ,,,,,2,
,x001wtmq6p,HORBAACH. LONGJACK,Vitaminas,,9,18,,,,,5,1600 MG 120 CAPSULAS,,,,,3,
,x003txxw47,BIO SCHWARTZ. GLICINATO DE MAGNESIO,Vitaminas,,12.5,25,,,,,5,120 CAPSULAS,,,,,1,
,025077514908,Probiotic Acidophilus Puritans Pride 60Caps,Vitaminas,,7.5,15,,,,,5,0,,,,,2,
,x003daayxn,PIPINGROCK. CITRATO DE POTASIO,Vitaminas,,17.5,35,,,,,5,275 MG 400 CAPSULAS,,,,,1,
,x003krrvx5,PIPINGROCK. CLORURO DE MAGNESIO,Vitaminas,,8,16,,,,,5,520 MG 100 TABLETAS,,,,,2,
,078742157931,ACEITE DE COCO ORGANICO,Vitaminas,,7,14,,,,,5,414 ML,,,,,3,
,733739016508,NOW. OMEGA 3,Vitaminas,,7.5,15,,,,,5,1000 MG 100 SOFTGELS,,,,,3,
,025077001316,Probiotic Acidophilus With Lactis Puritans Pride 100Caps Rápida Liberación,Vitaminas,,6.5,13,,,,,5,0,,,,,2,
,305731284324,CENTRUM MULTI OMEGA 3 (GOMITAS),Vitaminas,,8.5,17,,,,,5,110 GOMITAS,,,,,1,
,681131362221,EQUATE. STOMACH RELIEF,Vitaminas,,5,10,,,,,5,525 MG,,,,,2,
,741273014515,RESCUE PASTILLAS (NARANJA),Vitaminas,,7.5,15,,,,,5,35 PASTILLAS,,,,,1,
,741273015727,RESCUE PASTILLAS (PARCHITA),Vitaminas,,7.5,15,,,,,5,35 CAPSULAS,,,,,1,
,741273014577,RESCUE PASTILLAS (UVA),Vitaminas,,7.5,15,,,,,5,35 CAPSULAS,,,,,1,
,037600110754,Mantequilla de Mani Skippy 462g,Vitaminas,,3,6,,,,,5,0,,,,,3,
,078742369990,MANTEQUILLA DE MANI ,Vitaminas,,3,6,,,,,5,0,,,,,3,
,x0027j6wgj,HORBAACH. CITRATO DE POTASIO,Vitaminas,,17.5,35,,,,,5,275 MG 400 CAPSULAS,,,,,1,
,741273403166,"RESCUE PLUS (GABA, SAFRON, VIT D. SABOR NARANJA)",Vitaminas,,13.5,27,,,,,5,60 GOMITAS,,,,,1,
,741273015789,RESCUE PLUS (MELATONINA SABOR FRESA),Vitaminas,,13.5,27,,,,,5,60 GOMITAS,,,,,1,
,781308001288,TE DE BAILARINA,Vitaminas,,6,12,,,,,5,0,,,,,3,
,892241000686,TE VERDE BIOLOGICO,Vitaminas,,7.5,15,,,,,5,0,,,,,2,
,7591938000130,ARCILLA EXTRAFINA,Vitaminas,,2,4,,,,,5,0,,,,,2,
,7591938000222,CREMA DE ARCILLA ROJA,Vitaminas,,3,6,,,,,5,0,,,,,1,
,7591938040679,CREMA DE ARCILLA BLANCA,Vitaminas,,3,6,,,,,5,0,,,,,1,
,x003sraidh,GRIMED. ULTRA TESTO,Vitaminas,,11,22,,,,,5,55.100 MG 90 CAPSULAS,,,,,1,
,631656603361,MUSCLETECH. HYDROXYCUT HARDCORE ELITE,Vitaminas,,15,30,,,,,5,100 CAPSULAS,,,,,1,
,631656604481,MUSCLETECH. 100% OMEGA 3,Vitaminas,,7,14,,,,,5,100 SOFTGELS,,,,,2,
,631656610178,MUSCLETECH. MULTIVITAMINICO,Vitaminas,,9,18,,,,,5,90 TABLETAS,,,,,2,
,810390029174,C4 SPORT PRE-WORKOUT (PATILLA),Vitaminas,,17.5,35,,,,,5,30 SERVICIOS,,,,,1,
,631656609394,MUSCLETECH. 100% CAFEINA,Vitaminas,,6,12,,,,,5,220 MG ,,,,,2,
,665553229836,ALLMAX ESSENTIALS. CREATINA ,Vitaminas,,14,28,,,,,5,3000 MG 120 CAPSULAS,,,,,2,
,631656705706,MUSCLETECH. 100% GLUTAMINA,Vitaminas,,17.5,35,,,,,5,5 G,,,,,2,
,631656708172,MUSCLETECH. CELL TECH CREACTOR (CREATINA),Vitaminas,,15,30,,,,,5,0,,,,,1,
,631656710922,MUSCLETECH. PRE-WORKOUT VAPOR X5 (FRAMBUESA AZUL),Vitaminas,,15,30,,,,,5,0,,,,,0,
,883309532874,CREATINA MICRONIZADA EN POLVO,Vitaminas,,15,30,,,,,5,72 SERVICIOS,,,,,2,
,7707399018052,NATURAL MEDIX. FIBRA AGUAJE,Vitaminas,,5,10,,,,,5,450 G,,,,,1,
,7707399018052,NATURAL MEDIX. CHAPA PANZA,Vitaminas,,5,10,,,,,5,450 G,,,,,1,
,%584%,MAX COLON. BATIDO VERDE,Vitaminas,,6,12,,,,,5,450 G,,,,,1,
,7707267303037,MAX COLON,Vitaminas,,5,10,,,,,5,LIMPIEZA DE COLON ,,,,,2,
,854650003719,CUBEA AYOA ELIXIR,Vitaminas,,4,8,,,,,5,240 ML,,,,,2,
,7595984000021,FENIXON PLUS. REACTIVADOR DE LA MEDULAN OSEA,Vitaminas,,6.5,13,,,,,5,360 ML,,,,,2,
,732953032158,SHEFFIELD. ARTHRITIS ,Vitaminas,,2,4,,,,,5,43 G,,,,,2,
,838891030659,ANESTHETIC. HEMORROIDES,Vitaminas,,2,4,,,,,5,0,,,,,1,
,838891030598,HYDROCORTISONE CREMA,Vitaminas,,2,4,,,,,5,0,,,,,1,
,838891030550,VITAMINA A Y D CREMA,Vitaminas,,2,4,,,,,5,0,,,,,2,
,7593533007231,VIHOM. CLORURO DE MAGNESIO,Vitaminas,,2,4,,,,,5,700 ML,,,,,3,
,7591672001547,FIBRACOMPUESTA,Vitaminas,,1.75,3.5,,,,,5,200 G,,,,,2,
,7591672001561,CARVESOY,Vitaminas,,1.5,3,,,,,5,160 G,,,,,3,
,7591277000020,PASTA INTEGRAL (ZANAHORIA),Vitaminas,,2,4,,,,,5,500 G,,,,,1,
,7591277000013,PASTA INTEGRAL (ESPINACA),Vitaminas,,2,4,,,,,5,500 G,,,,,1,
,7591277000075,PASTA INTEGRAL (NATURAL),Vitaminas,,2,4,,,,,5,500 G,,,,,1,
,7594812637897,MANA AJONJOLI NATURAL,Vitaminas,,3,6,,,,,5,250 G,,,,,1,
,7591742001965,AJONJOLI CRUDO,Vitaminas,,2,4,,,,,5,300 G,,,,,2,
,7591672000052,AFRECHO DE TRIGO,Vitaminas,,1.5,3,,,,,5,400 G,,,,,4,
,7594812638887,MANA CEBADA,Vitaminas,,2,4,,,,,5,250 G,,,,,2,
,7591672000090,TRIGO PARTIDO,Vitaminas,,2.5,5,,,,,5,500 G,,,,,1,
,7594812638122,AJONJOLI BLANCO,Vitaminas,,3,6,,,,,5,250 G,,,,,1,
,7594812637422,LINAZA,Vitaminas,,2,4,,,,,5,250 G,,,,,2,
,7591360000043,MAIZKEL,Vitaminas,,2,4,,,,,5,1 KG,,,,,2,
,7591672001899,HARINA DE MAIZ,Vitaminas,,2,4,,,,,5,800 G,,,,,1,
,7594001452089,AZUFRE,Vitaminas,,0.5,1,,,,,5,0,,,,,3,
,7594005620590,BORAX EN POLVO,Vitaminas,,0.5,1,,,,,5,0,,,,,4,
,096619605774,KIRKLAND. MANI,Vitaminas,,0.75,1.5,,,,,5,0,,,,,1,
,096619605798,KIRKLAND. MEREI,Vitaminas,,0.75,1.5,,,,,5,0,,,,,2,
